2024-05-22 00:23:45,344 - Користувач 2112427125 ввів команду /my
2024-05-22 14:54:39,549 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 12
2024-05-22 14:54:39,712 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:39,713 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 11
2024-05-22 14:54:39,712 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:39,714 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 11
2024-05-22 14:54:39,945 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:39,945 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 11
2024-05-22 14:54:39,953 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:39,953 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 11
2024-05-22 14:54:39,993 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:39,994 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 11
2024-05-22 14:54:39,993 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:39,994 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 11
2024-05-22 14:54:40,062 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:40,063 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 11
2024-05-22 14:54:40,071 - Użytkownik 2112427125 wpisał komendę /topher
2024-05-22 14:54:40,367 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:40,368 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 11
2024-05-22 14:54:40,372 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:40,373 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 11
2024-05-22 14:54:40,534 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:40,536 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 11
2024-05-22 14:54:40,560 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:40,561 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 11
2024-05-22 14:54:40,761 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:40,762 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:40,763 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 10
2024-05-22 14:54:40,763 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 10
2024-05-22 14:54:41,120 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:41,121 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:41,121 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 10
2024-05-22 14:54:41,122 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 10
2024-05-22 14:54:41,296 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:41,299 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:41,299 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 10
2024-05-22 14:54:41,300 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 10
2024-05-22 14:54:41,427 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:41,428 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 10
2024-05-22 14:54:41,435 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:41,435 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 10
2024-05-22 14:54:41,885 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:41,886 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 9
2024-05-22 14:54:41,904 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:41,905 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 9
2024-05-22 14:54:42,037 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:42,037 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 9
2024-05-22 14:54:42,111 - Użytkownik 2112427125 wpisał komendę /topher
2024-05-22 14:54:42,159 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:42,160 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 9
2024-05-22 14:54:42,221 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:42,222 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 9
2024-05-22 14:54:42,227 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:42,227 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 9
2024-05-22 14:54:42,271 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:42,272 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 9
2024-05-22 14:54:42,343 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:42,343 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:42,343 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 9
2024-05-22 14:54:42,345 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 9
2024-05-22 14:54:42,442 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:42,443 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:42,443 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 9
2024-05-22 14:54:42,444 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 9
2024-05-22 14:54:42,495 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:42,496 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 9
2024-05-22 14:54:42,517 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:42,518 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 9
2024-05-22 14:54:50,590 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:54:50,591 - Błąd w komendzie /wypic: A request to the Telegram API was unsuccessful. Error code: 429. Description: Too Many Requests: retry after 3
2024-05-22 14:54:54,740 - Użytkownik 2112427125 wpisał komendę /topher
2024-05-22 14:54:55,139 - Użytkownik 2112427125 wpisał komendę /topher
2024-05-22 14:54:55,214 - Użytkownik 2112427125 wpisał komendę /my
2024-05-22 14:54:55,349 - Użytkownik 2112427125 wpisał komendę /topher
2024-05-22 14:55:11,891 - Użytkownik 2112427125 wpisał komendę /my
2024-05-22 14:55:13,359 - Użytkownik 2112427125 wpisał komendę /topher
2024-05-22 14:55:36,701 - Użytkownik 2112427125 wpisał komendę /topher
2024-05-22 14:55:42,845 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 14:56:00,242 - Użytkownik 5496780503 wpisał komendę /my
2024-05-22 15:21:33,482 - Użytkownik 2112427125 wpisał komendę /my
2024-05-22 15:21:38,894 - Użytkownik 2112427125 wpisał komendę /topher
2024-05-22 16:48:24,954 - Użytkownik 2112427125 wpisał komendę /topher
2024-05-22 17:54:03,104 - Threaded polling exception: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2024-05-22 17:54:03,107 - Exception traceback:
Traceback (most recent call last):
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 1214, in __threaded_polling
    polling_thread.raise_exceptions()
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\util.py", line 111, in raise_exceptions
    raise self.exception_info
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\util.py", line 93, in run
    task(*args, **kwargs)
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 676, in __retrieve_updates
    updates = self.get_updates(offset=(self.last_update_id + 1),
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 648, in get_updates
    json_updates = apihelper.get_updates(
                   ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 328, in get_updates
    return _make_request(token, method_url, params=payload)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 168, in _make_request
    json_result = _check_result(method_name, result)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 195, in _check_result
    raise ApiTelegramException(method_name, result, result_json)
telebot.apihelper.ApiTelegramException: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running

2024-05-22 17:54:06,714 - Threaded polling exception: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2024-05-22 17:54:06,717 - Exception traceback:
Traceback (most recent call last):
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 1214, in __threaded_polling
    polling_thread.raise_exceptions()
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\util.py", line 111, in raise_exceptions
    raise self.exception_info
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\util.py", line 93, in run
    task(*args, **kwargs)
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 676, in __retrieve_updates
    updates = self.get_updates(offset=(self.last_update_id + 1),
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 648, in get_updates
    json_updates = apihelper.get_updates(
                   ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 328, in get_updates
    return _make_request(token, method_url, params=payload)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 168, in _make_request
    json_result = _check_result(method_name, result)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 195, in _check_result
    raise ApiTelegramException(method_name, result, result_json)
telebot.apihelper.ApiTelegramException: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running

2024-05-22 17:54:07,064 - Threaded polling exception: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2024-05-22 17:54:07,065 - Exception traceback:
Traceback (most recent call last):
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 1214, in __threaded_polling
    polling_thread.raise_exceptions()
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\util.py", line 111, in raise_exceptions
    raise self.exception_info
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\util.py", line 93, in run
    task(*args, **kwargs)
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 676, in __retrieve_updates
    updates = self.get_updates(offset=(self.last_update_id + 1),
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 648, in get_updates
    json_updates = apihelper.get_updates(
                   ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 328, in get_updates
    return _make_request(token, method_url, params=payload)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 168, in _make_request
    json_result = _check_result(method_name, result)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 195, in _check_result
    raise ApiTelegramException(method_name, result, result_json)
telebot.apihelper.ApiTelegramException: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running

2024-05-22 17:54:10,915 - Threaded polling exception: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2024-05-22 17:54:10,917 - Exception traceback:
Traceback (most recent call last):
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 1214, in __threaded_polling
    polling_thread.raise_exceptions()
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\util.py", line 111, in raise_exceptions
    raise self.exception_info
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\util.py", line 93, in run
    task(*args, **kwargs)
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 676, in __retrieve_updates
    updates = self.get_updates(offset=(self.last_update_id + 1),
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 648, in get_updates
    json_updates = apihelper.get_updates(
                   ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 328, in get_updates
    return _make_request(token, method_url, params=payload)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 168, in _make_request
    json_result = _check_result(method_name, result)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 195, in _check_result
    raise ApiTelegramException(method_name, result, result_json)
telebot.apihelper.ApiTelegramException: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running

2024-05-22 17:54:11,614 - Threaded polling exception: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2024-05-22 17:54:11,617 - Exception traceback:
Traceback (most recent call last):
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 1214, in __threaded_polling
    polling_thread.raise_exceptions()
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\util.py", line 111, in raise_exceptions
    raise self.exception_info
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\util.py", line 93, in run
    task(*args, **kwargs)
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 676, in __retrieve_updates
    updates = self.get_updates(offset=(self.last_update_id + 1),
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 648, in get_updates
    json_updates = apihelper.get_updates(
                   ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 328, in get_updates
    return _make_request(token, method_url, params=payload)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 168, in _make_request
    json_result = _check_result(method_name, result)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\apihelper.py", line 195, in _check_result
    raise ApiTelegramException(method_name, result, result_json)
telebot.apihelper.ApiTelegramException: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running

2024-05-22 17:54:15,980 - Threaded polling exception: A request to the Telegram API was unsuccessful. Error code: 409. Description: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2024-05-22 17:54:15,983 - Exception traceback:
Traceback (most recent call last):
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 1214, in __threaded_polling
    polling_thread.raise_exceptions()
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\util.py", line 111, in raise_exceptions
    raise self.exception_info
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\util.py", line 93, in run
    task(*args, **kwargs)
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 676, in __retrieve_updates
    updates = self.get_updates(offset=(self.last_update_id + 1),
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Kyrylo\AppData\Local\Programs\Python\Python312\Lib\site-packages\telebot\__init__.py", line 648, in get_updates
    json_updates = apihelper.get_updates(
                   ^^^^^^^^^^^^^^^^^^^^^^
